National ID,Full Name,DOB,Encrypted Passport Number,Issue Date,Expiry Date,Country
2.58384E+11,Jack Anderson,28-11-1952,gAAAAABn5CE3ywRZ01IVEpZhaX1l0nSRS_UlNw6lCzaJRyeaSO-0o3XX-iVyyoCHDRZYMDWRnC1ChVV_ojAia_onP9nU0OHfEg==,26-09-2022,23-09-2032,French Southern Territories
3.97539E+11,Amy Shaw,16-04-1972,gAAAAABn5CE3cEjQRVEV6_XGHU5ZessATKVmpFQ1Lxz2bL5_5ROiGTvZ9oCH83Qx8RgHXh0xDkLmI_1xzmsuRIRSotwWHe2keQ==,18-04-2021,16-04-2031,Guernsey
9.46267E+11,Corey Kennedy,17-08-1999,gAAAAABn5CE3Z_ldxj5XAg2EjjeeTLwqYuBHCs42FXT5MiwLz7SnNmlz7XvFyi8ADIkS-R4yMQRa4E4As4JpAZoeFwgxg9oUrQ==,31-03-2023,28-03-2033,Greece
9.77554E+11,Kelly Foster,24-03-1953,gAAAAABn5CE3b9-0PueMzMQM8OTjOyRBooteRDNMRcYBGSdJZEfFFE0q-9akJRsf_ed1Skff39Tq2v_tRDQ_aXt4-muv0Kk_eg==,27-07-2023,24-07-2033,Suriname
2.25128E+11,Jaime Willis,18-02-1999,gAAAAABn5CE3FkpWksPKgUseyhwW1AhWzwKDi7a1R5_LyisfA0MyK9dY7iwYLFGqIPxrKQ6GIqb0tfoUebp_cJtwQyjJk3gESw==,15-04-2023,12-04-2033,Portugal
2.52482E+11,Danielle Hayes,18-12-1984,gAAAAABn5CE3F0w1ldYGlnIdIhYaG0OaVoLjFr3df1YHAMR-z2vZvtf2zShbJpjuL5Ele0ttSUg7Y9UBLQIlVAnYT7q_EYzY-g==,09-04-2018,06-04-2028,Norway
8.30622E+11,Jeffrey Thompson,31-05-2003,gAAAAABn5CE3Pr8Ke9SSSYZVeiSqTWJs0FU2ypuqNW3L9v8yqmdcJn9TGVOawEK3BaYGL2w-hkh4CF7GaC8yF0-OKX1e3Z702w==,28-01-2016,25-01-2026,Guam
2.64161E+11,Brian Martinez,18-07-1984,gAAAAABn5CE3uCB-y2pNF4j2M3GTE2M03Y5utecHbhZH-mYwADWgY8pnz_16raFjrkof7YKc46fN8KqUl2wWLbAIpfPEYDmd-g==,18-05-2022,15-05-2032,Bulgaria
9.04303E+11,Bailey Moses,01-11-1953,gAAAAABn5CE3opUymqNYhJR0pij6Q2SgF-A0Zz2A8oCm7rS1PQUL56GWdSQYemD5bQdeA13V34NZfAUFBWKErZ6Rnp0se5UIDw==,26-09-2019,23-09-2029,Australia
3.2881E+11,Catherine Jordan,17-03-1992,gAAAAABn5CE3e1gBt71mqUX35IEtH0dRXzNyHviWD-38nUTk9Lo-JFsu1V4M1eoBr4iaJwLMVgVUtHiFQagxzObYnFHTq_kcgQ==,27-08-2015,24-08-2025,Jamaica
1.02466E+11,Julie Gardner,07-02-1978,gAAAAABn5CE3TKDSAxXKMzFYwFf-HMcPBMXP8_UENdoM7plVIiNhjI3uM-TmMIkmXW4pbcc2wcJ84GB2RVz2YU95ORXXTI67AA==,30-05-2020,28-05-2030,Mali
4.24472E+11,Nicholas Payne,28-02-1959,gAAAAABn5CE3Ru1M9NhjvQnTQECgw0W4BLOgp8MPhbGQoY04F0uEFymzC1LPWDOTafSuP6o5g8XehL5tfZEgAE6riagTHDs3WA==,10-12-2022,07-12-2032,Eritrea
8.01385E+11,Leonard Smith,07-09-1998,gAAAAABn5CE38OWBKk_HouFmI-ygJIYkb6H2jNQkuJQ7aOl7VREUru_qmYQZJI9VwDIPhVn_D2AOlP6MIBbe1ZT1fLEgDitWnw==,26-06-2015,23-06-2025,Jersey
5.25354E+11,Christian Mcclain,07-04-2006,gAAAAABn5CE3dqB74wq8QX3p4CoFnwZ6_-zjB3OXgrbPYGVMrHm4lN-ipNJ5oYiT3fU5VgaXLgxBpUy7P5XMJcn5QvbtES9wIw==,10-08-2020,08-08-2030,Serbia
7.88163E+11,Bradley Davis,02-05-1993,gAAAAABn5CE3Bw5u7uXAriKYlZ82m1R2ODjWJIyAf-ggSKAu5opmrMybyANbR_1LRStXMNn2TBku_p1NbsPhnMCb4ZxGh_yU2w==,22-02-2022,20-02-2032,Haiti
8.26697E+11,Kenneth Sheppard,20-01-1947,gAAAAABn5CE3cxDJGqlOxyFL-6cgeK5qIZvjVOmqbZooFeeu5szyiGztjAnDlJ-yEfrTG_iz9VqRAsbybIVLuzxPjbKY5QhpkQ==,07-04-2022,04-04-2032,Singapore
7.78793E+11,Russell Pham,29-11-1968,gAAAAABn5CE3KiasYEn6Ufw9phFNYmc34npi7yI8IMNc6Sga0thD6hij6C-gUZa19CzrEcsIVA1uyb-0oDIMZn-QlPswInDBdQ==,24-03-2017,22-03-2027,Montserrat
3.77504E+11,Annette Ward,10-09-1998,gAAAAABn5CE3_9al77iolqkxdeu8X0IQszv-0Fdfjrzf8NAOm5I8tqoce7wm4Z3NsFpaME8IWt2Dn5-UuCqM2rhhpUOL-1zsOw==,05-02-2019,02-02-2029,Slovakia (Slovak Republic)
6.81043E+11,Jim Smith,01-05-1966,gAAAAABn5CE3KigXjmgynK1XijPwIwwMefRoCvuakrP9GsNUMxSWSL_57fj0H-939qGGeyW87scIvrL8hn5eKZKV5wkPK5B--A==,02-05-2015,29-04-2025,Mozambique
6.09453E+11,Abigail Copeland,23-01-1971,gAAAAABn5CE3_6sjr8VdUihdQesZ7R4W70MU6U9g7aSlyCwDO0N09OtnGb0kUGaAPtjQ6JdRKUYrs1ajHpm08bq-iLMX1gJj2g==,29-01-2022,27-01-2032,Kenya
4.80971E+11,Craig Strong,16-08-1988,gAAAAABn5CE3-CnAiu7GLIt_HgLEsMsone8-ZZUPc4TyuM1StpC11BXJ4g6seUP1OKxO8kLLpGV7jHjqT1p2wtnCkG2Yhx1pGA==,10-02-2022,08-02-2032,Seychelles
5.75953E+11,David Gross,03-04-1974,gAAAAABn5CE3Eju4bq-ECa3EXmXSa6iWJ2XX-cD6evQhxm_2Y68h6gXnzdbt1fzYst2_GD2lAEIfmGb3OjQiMZZxZsvztscANw==,21-05-2015,18-05-2025,Cote d'Ivoire
7.95686E+11,Stephanie Perry,11-01-2002,gAAAAABn5CE3QZJss2blwLX413md1czw8Nzzb9Iiz1pC7R2OmWbckaG1kZf6vxrEJsBNmq_YbbALBNk9OnKLWPIcw2xiXmir0A==,28-05-2017,26-05-2027,Mali
2.26264E+11,Christian Munoz,03-12-1959,gAAAAABn5CE3e-LSvjQFxLu0-yblBnS5YLGX5EypqQfss2hoxE01JriEZvhbPjPD9sAm1jcKeAbXrLbD-BUpPR0ukMSDhRZB_Q==,12-07-2023,09-07-2033,Bangladesh
2.58386E+11,Benjamin Barnes,06-11-1988,gAAAAABn5CE3xN-jizaqLSNk7a9sejld8OwJxty4GmB9GNZWnEa8LN_TOuOwDDE0l7gurUoemO7Pi2lL-fykaW4IxkwtOP8Uqw==,10-01-2016,07-01-2026,Uruguay
7.27745E+11,Victoria Thompson,17-10-1975,gAAAAABn5CE3FDKE7VHG9WTnfKlcXz8Tlfgau9wjwryZ3HZKhfJj26PbAMDCQLfXSZX-m-8YpuKTvW34tqn18Ja8o478IuBo1g==,23-11-2015,20-11-2025,New Zealand
8.84536E+11,Linda Collins,22-06-1961,gAAAAABn5CE3b15Mp8kw-POM5TmKbHpyOI_Z_cu0BMyViUtmqsLoV7pY--kOspYllOcgLleGCgkBpnB_wm4K6rKgDDdZJUH9Xg==,11-09-2016,09-09-2026,Jordan
1.86408E+11,Michelle Parker,23-10-1957,gAAAAABn5CE3p5t552EP1g0umjjyL2G56ts8FKbPMTV6TnNzQEPTHv92Ovkxs0VuyxCaxd--T2ARxuvdgNliaL0DLw411udl7Q==,30-10-2023,27-10-2033,Lao People's Democratic Republic
6.00585E+11,Nathaniel Cooley,26-02-1981,gAAAAABn5CE3itnebT4ivDQaAhG3oba8ilkEnKx-DXGpDiIyT3mjTCM79Ot2Bh8H2w1iuyDY4TRF1TEXi4nrcMCk6RFz8JvCnw==,08-11-2018,05-11-2028,Kyrgyz Republic
7.04138E+11,Thomas Price,25-10-1994,gAAAAABn5CE32cpjLXIaGtoXSpBYqZdwE2cDK63zZDikjga-NzpoD4iEtxmM3nCdQeg0v9OoI4zdnLuBxNhUn2EzS7gUOOplBw==,30-11-2017,28-11-2027,French Polynesia
7.52034E+11,Melissa Kramer,29-09-2003,gAAAAABn5CE3-u4YzIpGT8XpoQrcRBaDgzgzEzY45gUjkJANOSs4axm8i2WRIBpEuP_pglEqVYLK2JS3AHB6wmiOUb9vzRs85A==,06-02-2018,04-02-2028,Canada
2.50202E+11,Robert Morris,02-09-1970,gAAAAABn5CE3lBf2fXeDLLbOM21QYLG7OFtf3djeMFfFCoEGLIfkph9-10k0M2P2NsKReqUoNCwBCe1fKDEbyT1hrPQwvsP1JA==,19-06-2019,16-06-2029,Grenada
4.68372E+11,Brandy Smith,22-10-1979,gAAAAABn5CE3v4MUMe5Rw4f5RabWCFLmvQceFy0pI9w9JTJbF5HUDRnC7Y21FvY60CKWWcvXv_y-_8HZNrfO6I4WS3Kom61F9A==,25-10-2019,22-10-2029,Armenia
5.12434E+11,Angela Thornton,31-08-1958,gAAAAABn5CE3VxeDAyg4WuCD4kzHDuX4h4VNFg2oWV-hcdu4ocEjH6yI0abRQA9KK5VTvV0Bbcxv2Zzn4BP1giaNK8SiwRUW_A==,14-08-2019,11-08-2029,Greece
7.86428E+11,Katherine Williams,23-03-1959,gAAAAABn5CE3tFIYtgb0zugQaSKnC-4hKLDC7FmPexcmce4ikHPxKP6-e-Kikn1wwP-7WX5Y0mfIOwAOlYu0Dhagy7djqikiTA==,06-03-2021,04-03-2031,Macao
5.34333E+11,Sara Stewart,11-05-1948,gAAAAABn5CE3bcJqUqOiUJpQLQLcR9K21xSZh0G5MwFnj808dU_BXs4iyWvB_Ks22TgaYIrvLz4F6Noofu0yUACt9smjJpyZBA==,15-02-2023,12-02-2033,Mayotte
4.20628E+11,Jacqueline Thompson,20-03-1973,gAAAAABn5CE3qdoh-ymOZjoycVf2rx1E_sMnlQtHIZ9DUaVRdeQzVPFydJdy8IwGbrglH-wBceXek2C3yyjL0m-1XseZbgofHA==,07-02-2022,05-02-2032,Holy See (Vatican City State)
7.76591E+11,Valerie Evans,08-08-2005,gAAAAABn5CE3SnWb4JN2kXXfzDxNg83KV674aD1s93Dd3Gwjz6mYPREwQndp2LfHO1hjm3nFGP-AVY0Rf_uHoNnaRdZTcYcRsg==,03-11-2019,31-10-2029,Greece
2.58192E+11,Taylor Landry,17-11-1960,gAAAAABn5CE3y7DJgFiEqrsihDSphYTkEhBfJ7OwVRrs7aOgRq5CT5Rvme9UocFpdbVvZEE_5QS6P51vynwzSxUpeirUZaGTwg==,24-09-2019,21-09-2029,Malaysia
6.01224E+11,Courtney Bowen,02-10-2005,gAAAAABn5CE3FFm03-QLkgFbWGyivGaR5RAobpBXcdl_0uEBlDnh4wbP6qTLByy6cFkjpk_TYJXZ58OwAy8fi3c9ebil8RVCOA==,15-03-2024,13-03-2034,Greece
3.30949E+11,Patrick Ramos,03-09-2002,gAAAAABn5CE3CqyZ1xqnJo81IZEcUGfeo4gl-f8Rld64Q9G_ih7vIwdBATR4B8Gxw8CjdEKMHQMX12nboEab_zrp4iRxCPy6LA==,29-11-2018,26-11-2028,Tanzania
5.88229E+11,Tom Fernandez,05-09-2002,gAAAAABn5CE3GPuLYigUbDxuagWuEnm2zJJGKaNXwxqFbpjiwI1w5_E4Y2a0JNsJ2a7iv9jYftF6cRIPMN-aghFtgS0OLsGeaQ==,16-11-2022,13-11-2032,Niue
4.41779E+11,Michael Powell,26-04-1964,gAAAAABn5CE3yHOuxVXPOAlDdUSG6O1GWoZk9nclfNdzrNdt1APZ7WNSLRA-Mt1BsSSXRDeqjw5G3KhUglm2PzNB1ijLpqv2AQ==,08-03-2021,06-03-2031,Thailand
7.36047E+11,Evan Beasley,07-08-1950,gAAAAABn5CE3qG4Ro9dfafV09vNKUe62HWdom9sOgPVcRDiigWIX-N5jluw5YkHRE0FR7wAWV3uLOrQHTXAxzCEtzdhYzm7BsQ==,25-05-2020,23-05-2030,Dominican Republic
9.5482E+11,Tyler Mitchell,30-08-1963,gAAAAABn5CE3hq0szNA_Q9azoeUP_3ywDQ0m9GB75RV6lZUS8vaA9sA6yyOfucELsJ6a9f6H3m_gsHSz8lfH1SnsoVzBcSVX5A==,17-11-2023,14-11-2033,Costa Rica
5.00321E+11,Dana Lopez,24-12-2002,gAAAAABn5CE3V82JF-FZ_Of-_OY1iArXBR8hfOiRw8ejSJZ-AZxVZW3tKFr2bM2vzw2qP9tRlT9_iGCBS8rAcClEPhIo78QY-w==,27-08-2023,24-08-2033,Lao People's Democratic Republic
6.10154E+11,Michael Bird,16-07-1946,gAAAAABn5CE3vPzTd1t3hYhxfDqKeBKBQa4CF7xO8n0Z-tCPMS91Qam-HfJyDZ6qjsONSrULY0aIyxGebjhKolZLiUX1-mOydg==,27-06-2017,25-06-2027,Bermuda
5.19687E+11,Angel Brady,16-08-1952,gAAAAABn5CE3_WKNz0nbw8oTq9p_JuKrkksmzQTZCzW3cS3ZC1_3kp062TCRBvESmRVp1e_lA2IrPYUSzn1SdBASp13EBK4y2g==,25-04-2018,22-04-2028,Gambia
5.72203E+11,Shane Hebert,10-07-1961,gAAAAABn5CE3haVaYrKk3EWstEkkOwqjbAUeQ86JBqQp_1bgmjQzMR8H6-PGjyvq54LJHYnnupbTru3QBWA0toC6u-6tUiw_FA==,08-04-2015,05-04-2025,Mongolia
5.52423E+11,Christopher Williams,28-08-2000,gAAAAABn5CE3X1h5XxVOgiXh5f6hhbOt9Dez5tKPJWNk-u7j2MkyaQo-rA91soYS-OBkPkgGivRupdtG_BJi-Sbgy6aWLp9r3A==,04-07-2015,01-07-2025,Suriname
3.0039E+11,Rachael Stafford,07-10-1979,gAAAAABn5CE3yznIDkcCJctrcrKgmJ6tz-DF5JG8n3s3up7YAz4TuV2HNCG2aa5kQTXg8KoTknw6g2MwLtVbWrRTeSE-zHEaPw==,14-11-2016,12-11-2026,Guyana
7.01496E+11,Jacob Brennan,18-05-1994,gAAAAABn5CE3bhbJEuhB5MkWSDKdH2A4motbRsei4dXyS105pFJGIF-rSwiEdGR5fssMe7xT_aKbw4H1vRePk5xfTQWCvnpOug==,27-11-2018,24-11-2028,Mayotte
9.73022E+11,Jeffrey Wright,27-03-1968,gAAAAABn5CE38Fu7DA8r1o3JzvbVNFvqA8j5XJVKsLVG3DyCB3zufYUdTcPpQwGRbPV-nEvQ2cS6BBSvUQvHBhyqcTaLNrkbww==,05-03-2024,03-03-2034,New Caledonia
2.86831E+11,George Hubbard,20-07-1944,gAAAAABn5CE3Pyg9rUDR8z8TFthrt_zlzh1x1ybjw5fisv0tS_o6SNTvvMsbS6LaW5zEUQSP6b5yXAPANa9DDsqWCH2DFXP4Qg==,13-09-2023,10-09-2033,Mexico
2.47632E+11,Dominique Wright,13-05-1978,gAAAAABn5CE3FCvNNoNR_DGIOgETBXgm9Vxq1VVnWP3MQSz1Xj1h0CzESmHKOeF72dbfhPshMuHR8OBrGLY-DBPf9u5RFGjjww==,27-07-2016,25-07-2026,Croatia
4.98204E+11,Ashley Harrison,07-05-1944,gAAAAABn5CE3sfDSfVH1X90EAdCCPv6W1sRfWOxfhq3L-S8d8xIPEm_leDizUNkjqq9ij7rbERNd8eslrTwsz17bTtON49pZ5w==,19-01-2020,16-01-2030,Sierra Leone
3.961E+11,Lee Tucker,19-11-1961,gAAAAABn5CE3-hbpoF98sGktG3uZbc2NEXbLe2RmL1H6kQH60wm0w41P4EBY9cjthHQ-OBcVo_IH0AJbv3UuCUFN_77XJCKbrQ==,17-06-2017,15-06-2027,Jersey
4.38778E+11,Victoria Bradshaw,29-11-1985,gAAAAABn5CE3J0PfHqWsHNvxfM8lq6It2e0cU0km5XiPjKtGAiW2vcAg3QmkjhOFd2Frhjs3MwvakTzva_Ep_mAVTvldSvwbrg==,19-02-2020,16-02-2030,Nepal
5.7963E+11,David Anderson,28-03-1963,gAAAAABn5CE3J0OczTgJwpZKRYoImdMhLhJ4Y-7wQ6qeO5u1b433P8i8tIcEpN68jXo96KSU5j1lZQCQbiJzDkYK0lJIVS5o9g==,22-10-2017,20-10-2027,Malawi
5.6044E+11,Kevin Clark,15-07-1999,gAAAAABn5CE3PdiTb_eMVj1UpksQBwskq37nEaSMUSJp89rp2z__WMtQIBTvcz2vxZnmlpqtoaLdp2gC-bRLbjQpfKBuE2KJpw==,30-05-2018,27-05-2028,Zambia
8.89352E+11,Margaret Garcia,03-11-1964,gAAAAABn5CE3Ya54Dpr5tUmpoNYdK1qh1eEfMIYlkfrF0c4ZnPuz0XHn1AGbYLWAQRN5o4Oocww3fy0_figPZR80won4n0I8jA==,17-01-2020,14-01-2030,Finland
2.13768E+11,Nathaniel Mccarthy,21-10-1959,gAAAAABn5CE34vRXXEdo_XoAAJKBSq-pV5NfxHG4nar3Z-EeTuzC3MqJzZSLOPSHxFqBp0Obl_EB3SoSnchkHASEurLqKruhBQ==,20-05-2023,17-05-2033,Cayman Islands
9.47852E+11,Andrea Baker,17-11-1997,gAAAAABn5CE3wDPHfyZCKsSAHva5dVqnbgWkPoZeutmgECUSUfwDmJwsJhzZcQf7bw22FYVjYL_CL6V2ndhxOTfk_OTIx7rk_w==,12-09-2023,09-09-2033,Senegal
9.79872E+11,Elizabeth Mcknight,17-07-2006,gAAAAABn5CE3Cl8AnjV5_9YGmFr-4koBdhqxFos1HM2sG1PWe_2eCL56Ydw7eHfHMnjD2rmpTfAcQYJ9sVd1Rc9m7YmCyJx7iw==,27-07-2020,25-07-2030,Paraguay
7.80473E+11,Julie Martin,13-03-1957,gAAAAABn5CE3OcW2Ibr9s68OxOtE-JO-GZsAzz6ZZgX6KJ0SiDfoRsxjrVmBb0fegOVCeKHuiO3CDlGkp8eXhdxlJhh_7IP8mw==,04-02-2023,01-02-2033,Kiribati
3.96436E+11,Heather Jackson,13-08-1992,gAAAAABn5CE335UkJwonPXod7DldR0Q2xaBDL3bT-BMydjtJWzX3IXwXM19MqagaIaBmRFwQz2u21iWDQLFywzxLllv7hnedYg==,09-09-2015,06-09-2025,Turks and Caicos Islands
6.18143E+11,Christopher Jackson,13-04-1990,gAAAAABn5CE3jOoD4MpTiHRAL01O-a_z2Efti6ZIcN4v8ixMFPexcqIgaJQ5VYPN-69ew-R65egtffT3RuXX5cjhFSgE1GJJzQ==,08-04-2023,05-04-2033,Botswana
9.54268E+11,Melissa Gaines,20-07-1981,gAAAAABn5CE3e7FAwTUlRD5MkHQhuTgHCUkplDA8y6Vx1FETUvDGGC3QnptjrscL5Onuv0i7E4gCYWOoq5YPOwpHuKOcRDN_4A==,04-04-2017,02-04-2027,Kazakhstan
3.64615E+11,Joe Garcia,02-11-1953,gAAAAABn5CE34NDR6Jx5Zg-A2H4qfR4NArflDEgAYAC4alefYBf9VxND8v1D-hsYglVnsB6RHNjsj8-xQebBynMDup6U5s0ynQ==,30-01-2022,28-01-2032,Luxembourg
8.08517E+11,Jessica Ford,03-02-1997,gAAAAABn5CE3uMCH-Jxb1eLi866VtDcoFd8uUjYp0OPpWMs9SCpn5cmmH-yLyV6f6OL7hHdU2niu1Fi2aQXvLdjk7n5a8eHmlg==,07-07-2022,04-07-2032,Gibraltar
6.33826E+11,Jennifer Hill,02-11-1960,gAAAAABn5CE3Jo9Mj0n4JUarP6SyVARiJsFlToTF0ZSqSwxidNS1WAdQTXJdyCa6tmQ7YOxU-4XStVwX_3yVIBWityd_wnarHQ==,22-10-2019,19-10-2029,Kuwait
6.21119E+11,Dr. Gary Steele,05-02-1955,gAAAAABn5CE3xlpQo3VXpb8ZYCgjqKnqV0MtSP3Fh3EMS2ErorbQayaR_ph1f-rHcHs7sjHVmaHxMYILxHhFCROp8iqlwctYXw==,18-03-2018,15-03-2028,Timor-Leste
9.3053E+11,Samantha Arnold,14-10-1968,gAAAAABn5CE3rCd9jKwk17COBh20uLjY5aurhzu5Vb0oa8Unl56yQ7jlthUxT7NOWsO2ScMz0j-U-Q3tKkaA1tgc5fFtRfmYqQ==,07-10-2017,05-10-2027,Azerbaijan
4.65766E+11,Michael Robinson,27-06-1987,gAAAAABn5CE3UQnXQRazqp-cBYosCU7DDYDfNjwZG9QQvNti3PNvJqBN1h9BMPpWHTaXcKMYna4H3dbyfB5gbOMhFNwIowQAcA==,12-02-2017,10-02-2027,Falkland Islands (Malvinas)
2.06771E+11,David Schwartz,13-02-1972,gAAAAABn5CE3764SYNZnDo3mo-Wozjp33cubxGMZHqUHZYxu892YhcHmuu0VdObXYbGodJpwsKl3TAkAaMycYrDnzk6WbUAhDw==,03-06-2015,31-05-2025,Azerbaijan
4.08882E+11,Diana Morales,28-01-1991,gAAAAABn5CE3Idzy8ROkTz-vOtTVjlJzneK7_kPchKjEB6ha7ufHdE8l0X7RwOsOCF28t0f8tM6ib4AUY7YeWYk4l6Acd205cw==,24-07-2023,21-07-2033,Cote d'Ivoire
1.53179E+11,Patrick Flores,18-07-1955,gAAAAABn5CE3WNXjNdyrAMVpQEBXCtaYNiqbwIhCxxhecMObN16V1HzrudvCEK2bsqb1yNqEuJQSS9ejfZNbi7EnK7TjOmvCEA==,14-03-2022,11-03-2032,Albania
5.03035E+11,Timothy Bond,15-08-1965,gAAAAABn5CE32W3AQxinCgHz_j9iOwYke-ZOKi2gd9-TciR7dm4sDoeqgLfx3LQAjASS2QlSAue3x61_Bbm5kAJkC_B6cHEvfw==,29-04-2023,26-04-2033,Luxembourg
4.46458E+11,Jesus Montgomery,24-04-1971,gAAAAABn5CE33RPovTbQsD5Uvzwb9RBz9Q1ajzYvlpGfsa4v003FlNW2DPpqXVw5hWY4flsh6bjLwOZ0a9ckg4OSNw-qGFRcng==,16-02-2016,13-02-2026,Montenegro
9.50751E+11,Edward Hall,09-08-1996,gAAAAABn5CE37kyGL1tN2XcZa1egxYSDd0uW3dS3fiJ8P1ghNvcyjWpApmydHHm5Yjyym648hyKg4BW3Lb3wxKeV-Ya__9mTEQ==,12-05-2020,10-05-2030,South Georgia and the South Sandwich Islands
9.35544E+11,Todd Olson,12-08-2001,gAAAAABn5CE3x6TqwVucrEMYJbtfxG9r-nqQ_KMcGCCzATSLAYW5bLBppENbIXHwjM7NqjBvktbY8TwZ54NRV5hS-v9E2JLGug==,29-08-2020,27-08-2030,Mozambique
3.65809E+11,Angel Henry,29-06-1952,gAAAAABn5CE3n3Ts6InheU5_BL2EDrK4ovHHEj5MPOylS2pzgW9xMvcidOO6xa2WiiCNSKb1p_0c8v2fxwOv-4K93mVz_1TohQ==,20-07-2020,18-07-2030,Hong Kong
5.90357E+11,Joseph Harvey,30-07-1954,gAAAAABn5CE3JqKHw33U225zd0-qHgyd5OxSFodOAfkf6QKwBhgPWRvdJKa7YPe8RjdI91I4YElWzb4E_0pud8AFQ4kqsy1pIQ==,18-03-2017,16-03-2027,Bahamas
8.61193E+11,Drew Robertson,26-07-1990,gAAAAABn5CE3HUYVkxJtJb3ySOwLXuQ0C8P7wq1liWzq_-3snvAOgzJhmNMsr--E3CWjviDS5qTNXcJkVUAFdEr2Dan6owLAbw==,31-03-2022,28-03-2032,Georgia
9.48701E+11,Isaac Williams,23-10-1950,gAAAAABn5CE3HFETYw_QFNIsMiCQsdPcPHL2ntrXCDeAIbRY0ozQLdqC_z0tav-fzCBnHQXN0FemFcfR2Ep70amE9QeYGb_dDQ==,22-11-2016,20-11-2026,Guyana
9.5751E+11,Diane Nicholson,10-10-1977,gAAAAABn5CE3DsyyoecdBbFd5W53N2mTWatOBzN5I-Gm_QjyXboXnQfWudr9G0VhUGYy-1KPpL3-pRAR9CP1RPw7_868diq7eQ==,26-04-2022,23-04-2032,Seychelles
3.54889E+11,Tammy Day,25-10-1959,gAAAAABn5CE3XgyuJTKRf7qx2kwwxXN03L7qdAF8O-3Uq2ElY1a0uEGSfMkm6KL-0ZrjNJ-ySlHWfxG68tCGL4G8DzYt0nFSGw==,01-10-2020,29-09-2030,Solomon Islands
8.97156E+11,Herbert Nelson,29-05-1957,gAAAAABn5CE3r65uT-dMxo91BnSaTZCRe6U7jC6fYHU0RN_LOn1OY0dGU8htSeWYGmSAP0yPFYHXIL-W0iMEJhXOAoApGFfMjg==,07-03-2023,04-03-2033,Malta
8.34609E+11,Ann Nelson,05-11-1959,gAAAAABn5CE3uKIQB_kuiMKIEmUTzr8ICBGpRaAXPPz6LbKoJttCT4YThO-PCZgkiaI8O2gKI5U3-kZzhzkHTPEDWDA2rAkHIw==,07-05-2015,04-05-2025,Cambodia
2.43555E+11,Elizabeth Christensen,05-08-1960,gAAAAABn5CE35CRtQ-PZX4mA92LpWTynqWFzryee-F8fFtBbllqej0hskVKVGTPKny4NXKmsemgA8TwxwPqmQo8fxQixVglm7g==,20-11-2017,18-11-2027,Holy See (Vatican City State)
5.51803E+11,Brian Rubio,10-10-1963,gAAAAABn5CE3Xh7b1Mx5UQGBcYR0kVACQU0uGZoaX1_SSDzQQph2BHLgGhdYH7cShtb8eCu7ST2O-Sgfw42NwtcndBEvb1aaMQ==,30-09-2018,27-09-2028,Turkey
4.94709E+11,Cody Craig,06-02-1998,gAAAAABn5CE3ulpHiJMAxPd_L4yNthqvC3XzVifZ54J1mBpJ0JA2pMOVG4NbXMNQ5kGZ4RprX0UG1mw610-AKbM-slAetnNMdw==,25-12-2019,22-12-2029,Reunion
4.24669E+11,Victoria Anderson,02-08-1961,gAAAAABn5CE3ah_LzeH53R6Dr4GpZScwV9JXD4g68N8UqHIUT9kmCQpJ_xbqOEkqgG4R9FL1TzYr_KhXxuPlx1MOsUFKym5cEQ==,17-10-2019,14-10-2029,Mali
6.20778E+11,Paige Contreras,15-06-1987,gAAAAABn5CE3XjmwZRtetUTBY_-a0iU9HVZ6WvkFCunnQLudMij_AmyB4hNYqGlX_4SGBJ9VScH9jmjh9z3theSInBTIKp2TYQ==,01-10-2019,28-09-2029,Germany
7.78891E+11,Jose Lee,07-02-1960,gAAAAABn5CE3IqSiGrJYRk2286Ax0tjf3aJGRHiIoquQFfsMxBYEHLukf9mks3TBtY_yiPBWwfzgDECXkbxngU55260_4hWuqw==,20-05-2018,17-05-2028,Pitcairn Islands
7.4651E+11,Monica Gray,02-11-1944,gAAAAABn5CE3KE7x-Bme09hCmmKWgHnqusx08kZb8eP1Hww6L4n6_lVUg3LY58g--sOOoAM-RspwuOfGzS7WTPydga9e2Mo5eg==,29-08-2017,27-08-2027,Sudan
2.93647E+11,Zachary Leonard,06-12-1962,gAAAAABn5CE3SWKKY1jiJV7W6nwz4VZHoNWv99SqtE5pyjoVEARwxZPq-JbIsSTqOcENW_q2NXc6Bz5PyTyOpbNtJbUPuX38Ew==,06-03-2019,03-03-2029,Albania
7.74713E+11,Alan Joseph,18-10-1959,gAAAAABn5CE3Toq4SQU7xyMr2P7ZXqlXh5isBXY2oetHh02Jb5ZeRfScKwl1CPFOv4TU0UgBeIrk6iYhSGBe36fglfFMw9K_gw==,03-01-2019,31-12-2028,Saint Vincent and the Grenadines
9.74687E+11,Randy Keith,17-03-1984,gAAAAABn5CE38ObO7xPPxAMf0G7enMXd_A5BdEvwYgQvE2OHeB4BkgY6TXM-3seVwJWj-I5HvJsgjAbNPbu5tf-1tFg4CMu1Pg==,11-08-2022,08-08-2032,Spain
2.43335E+11,Michael Kline,02-10-1988,gAAAAABn5CE3jlX-GlIuoSHkVB1aypUd3x_bzmR9fKd3Xi4a2VrQeyg_Hcmj30hU3y2a0ZagyANR5KeV9oe9zhnhkZJMtHb_Jg==,25-04-2017,23-04-2027,Australia
